id,name,domain,vertical_broad,industry,bucket,reason
dfa206be-ea98-469c-8706-da63941934ca,REASA.NET,reasa.net,Manufactura/Industrial,"appliances, electrical, and electronics manufacturing",review,No strong subsegment signal
df1d6d84-b6bb-45f8-9d17-193555c309ab,IPQ Plastiq,ipq.mx,Automotriz,,review,No strong subsegment signal
ddb67260-58b3-4ea8-95de-3003da9720ec,SICOSS Solutions,sicossolutions.com.mx,Software/TI,Human Resources Services,review,No strong subsegment signal
e02d62ab-36b0-41c0-95b9-99b66b4f3773,Pacto,pacto.co,Alimentos y Bebidas,software development,review,No strong subsegment signal
e070faf7-d699-4a54-923c-4a85f467bb58,LACSA LABORATORIOS,lacsalaboratorios.com,Alimentos y Bebidas,pharmaceutical manufacturing,review,No strong subsegment signal
e0639b86-f18a-4b9c-ab67-b947e86bffde,Prospect us,prospect-us.me,Gobierno/ONG,Staffing and Recruiting,review,No strong subsegment signal
e0c07465-f704-466a-afe3-c68467d5760b,MURZAN MEXICO SA DE CV,murzan.com,Alimentos y Bebidas,industrial machinery manufacturing,review,No strong subsegment signal
e09946c3-4259-4c50-91b9-272ffe91d27b,AB Solutions RH,absolutionsrh.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
df85548d-c7cb-4117-8ab7-44a57fad0f77,TODO DE CARTÓN / ZIP’N GO!,tododecarton.com.mx,Manufactura/Industrial,packaging and containers manufacturing,review,No strong subsegment signal
e0d19586-b5d6-4477-b90f-570949d75f60,Empleabilidadexitosa+35,empleabilidadexitosa.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e08f2ff9-3dd5-4a15-8605-aefa1f8cb55c,Transcooler,transcoolermexico.com,Sin clasificar,truck transportation,transport_terrestre,Ground transport / trucking / delivery
e0849f37-880c-435f-9558-3fa072719300,manpromex mantenimiento industrial,manpromex.com,Manufactura/Industrial,automation machinery manufacturing,review,No strong subsegment signal
e0a07055-f444-4d61-8f21-e9d0772bbc4a,Grupo Plastikrom SA de CV,plastikrom.com,Manufactura/Industrial,plastics manufacturing,review,No strong subsegment signal
dfb35e22-3863-4bc2-8e07-7084c1d65807,Exportaciones Textiles Mexicanas,etmmexico.net,Manufactura/Industrial,international trade and development,maritime_shipping,Maritime / shipping
e06dda01-9837-4e47-8723-3f6b5be01e53,RecruTech,recrutechmx.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
dfdbd72d-37ac-4efe-bf06-d1a8a5ed41c4,Mexicanincorporation,mexicanincorporation.com,Servicios profesionales,,review,No strong subsegment signal
e0d18a05-193c-4dda-a18a-a442ee591014,Technifoam de México S.A. de C.V,technifoammexico.com,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e1cf4251-2bd3-4d48-bf2b-15efaf51e47f,Ruanova,ruanova-med.com,Salud y Farma,computers and electronics manufacturing,review,No strong subsegment signal
e164df11-a34d-43a7-a258-851b91c8b462,ASCORP,ascorp.cc,Logística y Transporte,,transport_terrestre,Ground transport / trucking / delivery
df86967b-185b-4c3b-a6a4-7891026c18cd,Sistemas Hidráulicos Aqua,sistemashidraulicosaqua.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e1e228c4-ead8-43ff-b1f0-43ee8c55d393,Altura Consulting A.C.,talenthuntersmexico.com,Sin clasificar,IT Services and IT Consulting,review,No strong subsegment signal
e093de95-b4c3-40d9-8e63-0b5255c72086,ADĒO,viendoafuturo.com,Finanzas/Seguros,Insurance,review,No strong subsegment signal
e251ea11-42c5-4904-b596-0319a828aeaa,Mas Valor - Behavioral Economics Consulting,masvalor.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
e264a03e-64c1-4fc0-8117-a45c0f9588dd,Bpro Sales - Driving your growth!,bprosales.com,Manufactura/Industrial,"appliances, electrical, and electronics manufacturing",review,No strong subsegment signal
e24ded90-1a33-4b64-a5b9-c397aa81c8f6,Universidad José Vasconcelos,unijv.edu.mx,Educación,higher education,review,No strong subsegment signal
e2ed7886-16be-4de5-8dae-12b7efdaba9e,RAD Logistics,radlogistics.com.mx,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
e1e55060-fe92-40c6-9f62-911310fab7fa,Centro Ciee,centrociee.com.mx,Educación,Human Resources Services,review,No strong subsegment signal
e34fa428-0d83-480e-b659-6c29a92726d8,ReqSpot,reqspot.com,Software/TI,Staffing and Recruiting,review,No strong subsegment signal
e2deef4b-bc35-4b33-89a9-ac4bc7b0be49,Grupo Comrisa,grupocomrisa.com,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
e3150a80-452e-4a79-b7b5-74b514006560,Asesores de Personal RH,asesoresdepersonalrh.com,Sin clasificar,Human Resources,review,No strong subsegment signal
e24e2fd2-cf9b-49fe-8ac5-0e81e636b06c,HITACHI INDUSTRIAL EQUIPMENT MEXICO,hitachi-hiemex.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
e32ccd6f-249b-42e6-8ba3-5b4ec751c383,Reservamos,reserhub.com,Logística y Transporte,,transport_terrestre,Ground transport / trucking / delivery
e264b76b-e85f-4b75-b13e-f502d1bcdbbb,DAYSOFT S.A. de C.V.,daysoft.com.mx,Software/TI,IT Services and IT Consulting,review,No strong subsegment signal
e37e4f32-f3c2-4c02-8c6d-0a9a2e66828c,AconB,aconb.com,Sin clasificar,"transportation, logistics, supply chain and storage",3pl_warehousing,3PL/warehouse with transport signal
e31f76bb-d8b8-45ea-a318-ce92d2f3b9b4,Bufete Especializado en Protección Patrimonial,protegeloquemasamas.com,Finanzas/Seguros,Insurance Carriers,transport_terrestre,Ground transport / trucking / delivery
e3f7cead-f5bc-4cbc-89ab-eda9f04c6c35,Del Corona & Scardigli Mexico,delcoronascardiglimexico.com,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
e3fd7a40-928f-4ca7-8cb1-759f79dd8521,METALBOSS,metalboss.com.mx,Alimentos y Bebidas,machinery manufacturing,review,No strong subsegment signal
e3a339f9-6d8d-4d7a-9615-4e4459080a48,GrandPet,grandpet.com,Agroindustria,food and beverage manufacturing,review,No strong subsegment signal
e422f622-b2fb-472b-be16-2867f3ff6e4a,DCH Servicios Especializados,dchkw.com.mx,Otros,Business Consulting and Services,review,No strong subsegment signal
e39bc532-6df5-4822-9eb7-83d6471c20d0,Konta.com,konta.com,Otros,it services and it consulting,review,No strong subsegment signal
e49b9af8-3f76-4a79-8993-705597022622,Emcar Acrílicos y Plásticos,emcar.com.mx,Manufactura/Industrial,plastics manufacturing,review,No strong subsegment signal
e2be2dcf-5f5d-462f-a090-cac66dc545e3,Corit360,corit360.com,Servicios profesionales,Human Resources Services,review,No strong subsegment signal
e4e0fd68-d2fa-4c9a-b4d2-13b078168cd6,Aldawa Technologies (México),aldawatech.com,Salud y Farma,medical equipment manufacturing,review,No strong subsegment signal
e297a879-cd95-4c30-9b66-db992e2e1732,HIELO CLUB,hielo-club.mx,Otros,food and beverage manufacturing,review,No strong subsegment signal
e46875ce-5749-48f4-8177-856acc6a7010,GF Piping Systems México,gfps.com,Manufactura/Industrial,industrial machinery manufacturing,transport_terrestre,Ground transport / trucking / delivery
e41b6a28-f1c3-48ca-a7ae-d4bf6db06735,AX CAPITAL,axcapital.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
e427dd3f-4ee6-4fcc-b942-b67647d3a3f7,Dumax | Operaciones Conectadas,dumaxst.com,Logística y Transporte,software development,transport_terrestre,Ground transport / trucking / delivery
e508c7ca-7f12-4672-ab74-5b98db5d12a3,Human Dexter,humandexter.com,Sin clasificar,Human Resources,review,No strong subsegment signal
e55f859e-9d17-4070-a162-d9facd3237e4,Juntas Especiales,ar-tex.it,Manufactura/Industrial,motor vehicle manufacturing,review,No strong subsegment signal
e39f9435-7996-4b4b-8972-e65d8b7b4219,Darte Seguros,darteseguros.com,Finanzas/Seguros,Insurance,review,No strong subsegment signal
e637f2d5-81d7-4405-a52e-ae7bc080384b,QAS México,qasmexico.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
e4c0f112-20e8-4e7e-b447-4f202fa2f12f,SINCRONIA MEDICA APLICADA,sincroniamedicaaplicada.com,Salud y Farma,medical equipment manufacturing,review,No strong subsegment signal
e4920998-6bc1-48fe-a43c-9f5e19568d29,ANMIX Servicios de Limpieza y Mantenimiento empresarial e Industrial,anmix.mx,Otros,Repair and Maintenance,review,No strong subsegment signal
e5f67dc1-ce38-4fda-bcc2-dc35770d0cef,DFSOFT,dfsoft.mx,Software/TI,software development,review,No strong subsegment signal
e68c160f-1012-481c-81bf-e71e5f4ac956,Autotransportes El Bisonte S.A. de C.V.,bisonte.com.mx,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
e5a4cd6b-cd3c-4b7f-92bd-c666d907e7c4,kuantik,kuantik.mx,Finanzas/Seguros,software development,review,No strong subsegment signal
e5b7fd80-c001-4f1e-9027-d147a08bb843,DO&RH,dorh.com.mx,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e646d7a1-e419-4914-9484-60eb86aa4211,Medina Consultores,medinaconsultores.com.mx,Manufactura/Industrial,Human Resources Services,review,No strong subsegment signal
e6230d78-1c9a-4266-a096-0c1b5af0007a,Shurtape México,shurtape.com.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e6c5360c-71ac-4149-9a67-d69f70567172,Idyliko - Customer Experience Design,idyliko.com,Servicios profesionales,business consulting and services,review,No strong subsegment signal
e574fd9d-d722-4b03-bf97-2ea8b09f116c,Talent Attraction,talentattraction.com.mx,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e54329ab-2d8b-4523-95bb-9b9d26c9c402,PFINDER México,pfinder.de,Automotriz,chemical manufacturing,review,No strong subsegment signal
e65f7115-5ae8-4b38-b31d-010ea12bd305,IBERSEL INTERNACIONAL RH,ibersel.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e62cf9e4-9d21-49d0-a6f4-4028756a459b,SICCOB SOLUTIONS,siccob.com.mx,Retail/Consumo,it services and it consulting,review,No strong subsegment signal
e6f12bb6-20db-4957-93b9-97fb37e18719,Personnel & Payroll Service S.A. de C.V.,ppsservice.net,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e591959d-4c12-435a-82cf-e57efc6f11b8,HR+,hrplus.com.mx,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e70e7413-34fc-4b34-b481-ab90c6bae2b1,Eventos Elite,salonesyfiestas.mx,Telecom/Medios,Events Services,review,No strong subsegment signal
e7dafdaa-bdcd-4577-9030-2f3c7c61ba26,La Dicha,ladichacerveceria.com,Alimentos y Bebidas,food and beverage manufacturing,review,No strong subsegment signal
e6960e27-a114-42cd-bdbb-83c34a6195d2,Humania Asesores,humania.life,Sin clasificar,Insurance,review,No strong subsegment signal
ce88f895-d665-4704-ade9-f9369c654d56,Nyx software y tecnología,nyx.mx,Software/TI,information services,review,No strong subsegment signal
e615503b-bdb4-4292-a9b5-e782431aabe9,Grupo Aislacon,aislacon.com.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e77ddf9b-5dcf-45db-a9e8-dcbed2d5da39,Grupo Marmex,grupomarmex.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e695239f-0bfe-4c38-8408-3135483a7adf,SOLUCIONES EN TRANSMISION DE POTENCIA,stpsolutions.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
e809d74e-66c7-40e2-a18a-77c360481a37,Fondo de Fondos,fondodefondos.com.mx,Finanzas/Seguros,Venture Capital and Private Equity Principals,review,No strong subsegment signal
e7d1da94-c0a3-4d49-a65b-c8877c10f9ea,FAST TECHNOLOGY MX,fasttechnologys.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e8b18eeb-b62d-4c90-8b37-a233cd9c631c,Trucking Innovation,truckinginnovation.com,Construcción/Inmobiliario,construction,transport_terrestre,Ground transport / trucking / delivery
e83541ea-a052-4f97-9d98-3b2b4f7b6d14,Tubos y Conexiones,tubosyconex.com.mx,Agroindustria,industrial machinery manufacturing,review,No strong subsegment signal
e87d40f3-6ff3-4b0e-9139-018a05b8f352,CallCast,callcast.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
e8a80cca-5bfc-4f86-bedf-c8ab3a178a89,xpertnetwork,xpertnetwork.mx,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e71e3930-46ae-46ba-9be4-0ece87691b2c,Doorvel,doorvel.com,Construcción/Inmobiliario,real estate,review,No strong subsegment signal
e916701f-d0b8-4b57-93a5-ba0eac3ba5f3,Top Management Solutions,topmanagementsolutions.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e8650383-be47-401b-9d32-735d76b3bae1,Grupo Solumed,gruposolumed.com.mx,Sin clasificar,medical equipment manufacturing,review,No strong subsegment signal
d648aa53-6b20-4a21-939d-3a265c072da3,GRUPO PASA,trabajaenpasa.com,Automotriz,motor vehicle manufacturing,review,No strong subsegment signal
e8cc9ebc-a1cc-4b86-bcfe-c9098779b6c8,Granatum Bioworks,granatumbioworks.com,Salud y Farma,biotechnology research,review,No strong subsegment signal
ea19e58a-4a5f-4769-8bdc-82d8d8ccf5d3,Naro Hunters,narohunter.com,RRHH/Talento,Human Resources,review,No strong subsegment signal
e96ec643-aa4b-46d8-9bee-cb78be511e34,"INDUSTRIAS VIWA, S.A. DE C.V.",viwacnc.com,Manufactura/Industrial,automation machinery manufacturing,review,No strong subsegment signal
e9cc7553-1176-4c5a-929e-93887921802b,Interius,interius.com.mx,Servicios profesionales,business consulting and services,review,No strong subsegment signal
ea0598d6-2374-44c7-a643-7a8898d354e2,MES Automation,mesautomation.com.mx,Alimentos y Bebidas,automation machinery manufacturing,review,No strong subsegment signal
e52e621f-70a2-4f89-a942-d1baa0deea47,Shore HRS,shorehrs.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e9008bd9-5fde-4c6e-92e0-27f80faa9f3d,IKATO Solutions,ikato.mx,Manufactura/Industrial,automation machinery manufacturing,review,No strong subsegment signal
e83af29d-bbc0-45ed-8ea7-05eb5e49bebe,H2O Inter Pro France ®,h2ointerpro.com.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
eb3b55a0-872a-4099-b23e-2e8eeca55098,IncorporaRH,incorporarh.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
e90a36a3-59fc-43b1-9fa5-b8d1c5fd0672,HAHN+KOLB México,hahn-kolb.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
e98a35b3-bac1-4651-8ceb-e63c14196baf,Sigma Solutions Talent Acquisiton,sigmasolutions.llc,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
eaea5a27-9e1c-4a5d-9f75-994739c7177a,Eko Empaques de Cartón,ekoempaques.com,Manufactura/Industrial,packaging and containers manufacturing,review,No strong subsegment signal
e97089dc-58ce-42eb-83ae-48b6883a5edc,Mexi Food,mexifood.info,Alimentos y Bebidas,food and beverage manufacturing,review,No strong subsegment signal
ea84359b-2b74-480e-bb35-3a983a749c7f,AMID - Asociación Mexicana de Industrias Innovadoras de Dispositivos Médicos,amid.org.mx,Salud y Farma,medical equipment manufacturing,review,No strong subsegment signal
ebd25b77-a291-483f-83ef-da6bc5b75ccf,Pharmagen,promofarma.com,Salud y Farma,,review,No strong subsegment signal
eafb2e0a-e36b-4a62-b0e0-c9688d46c229,LEV Industrial,levindustrial.com,Otros,industrial machinery manufacturing,review,No strong subsegment signal
eb4a8046-da9f-4a88-a888-71558a64fbfb,econocomex,comexdf.com.mx,Química,chemical manufacturing,review,No strong subsegment signal
eabacdb5-b1b6-4f10-b181-b19a01957a72,MexHunters,mexhunters.com,RRHH/Talento,Business Consulting and Services,review,No strong subsegment signal
d28c5c92-d9d4-43e9-82a4-76ed6c720e40,Klima HVAC Solutions,klima.mx,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
eba6e3e6-2529-4aea-a7f3-3d5cbbb94a99,Cyan Labs,cyan-labs.com,Química,chemical manufacturing,review,No strong subsegment signal
ea4585af-6f4d-41ce-95cf-779416a5a5b2,Renova,renova.world,Finanzas/Seguros,software development,review,No strong subsegment signal
ea3de862-bc41-49d8-97a9-4e6a5cfe54aa,Go Hybrid Cloud (GOHC),gohc.com.mx,Finanzas/Seguros,IT Services and IT Consulting,review,No strong subsegment signal
ea03eeb2-3ebc-4887-8119-05c62d5a1d07,RETO staffing,retostaffing.com,Sin clasificar,,review,No strong subsegment signal
e9608dc4-3950-4ae5-8e86-183bd69413e6,E&S ONSITE Ingeniería y Soporte en Sitio,es-onsite.com,Retail/Consumo,IT System Training and Support,maritime_shipping,Maritime / shipping
ebe26b9b-98f4-433e-967b-dd13f0cd8a91,Verqor,verqor.com,Agroindustria,financial services,review,No strong subsegment signal
eb078aa2-8265-414b-9a0b-0b1f9c1d1113,Genpont Talent Mx,crd.co,Sin clasificar,Staffing and Recruiting,review,No strong subsegment signal
eaad5221-c561-4a63-bab2-22e9300c3537,IPESA PINTURAS.,ipesamex.com,Manufactura/Industrial,manufacturing,review,No strong subsegment signal
eb7344c9-3403-4c97-b952-cc407c611c7c,Contratado,lasvacantes.mx,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
ec8784e2-c4ef-478e-895a-b7872a12d9c8,VivaWell,vivawellok.com,Salud y Farma,,review,No strong subsegment signal
eca0fe58-b282-4c96-a7d4-2d1808def47e,ALFA DE OCCIDENTE SA DE CV,alfadeoccidente.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
ed193dae-b8c9-4dcc-8905-b7b6210396c7,BeOneSelf,beoneselfconsulting.com,Sin clasificar,Business Consulting and Services,review,No strong subsegment signal
ecb6bc20-f01e-45c2-a700-e3f1b0c77d51,TallentUp | Executive Search,tallentup.com,Servicios profesionales,Staffing and Recruiting,review,No strong subsegment signal
ec22205b-83aa-42e3-93df-3cc1dcd4116e,Technocoating,technocoating.com.mx,Automotriz,machinery manufacturing,review,No strong subsegment signal
ecd7c8ff-9ba3-49d4-9f2a-258060ec5dd6,Lateral Fulfillment,lateralfulfillment.com,Retail/Consumo,truck transportation,3pl_warehousing,3PL/warehouse with transport signal
ed07e0b8-0a70-43bb-9b49-09630da7f5f2,Tecate Economic Development Commission,tecateedc.org,Gobierno/ONG,Non-profit Organizations,review,No strong subsegment signal
68dbf614-d777-4712-aad1-5329b11e0305,Zapata Camiones Querétaro,zapata.com.mx,Automotriz,motor vehicle manufacturing,review,No strong subsegment signal
ed62ffee-f0ae-456e-91ba-4359afa6eaa2,MEH Agency,mehagency.com,Telecom/Medios,Advertising Services,review,No strong subsegment signal
ed756b3d-90b6-4c07-9dd0-3d7f3b4b2cec,Remolques Lozano,remolqueslozano.com.mx,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
ecdb29ef-b1f4-40cc-8539-8999a65b1699,EPP360,epp.com.mx,Finanzas/Seguros,Insurance,review,No strong subsegment signal
ed1462f6-5be3-4cbc-b9dd-744e627a8dfb,Poliplast,poliplast.com.mx,Automotriz,industrial machinery manufacturing,review,No strong subsegment signal
ecebe4e0-2f8b-4a69-bdc4-79fe0c58269b,JVG PROCESS AUTOMATION,jvg-automation.com.mx,Manufactura/Industrial,automation machinery manufacturing,review,No strong subsegment signal
ed134a86-592b-4aa6-bafa-d6d9773e7dc2,Evolución en Empaque,evolucionenempaque.com,Manufactura/Industrial,packaging and containers manufacturing,review,No strong subsegment signal
ed9a7539-4355-4ef4-9e39-4564ae944ebf,Vinco,vincoed.com,Educación,education administration programs,review,No strong subsegment signal
ee90002c-f952-4c1a-bc55-650e9827e64a,Talanza Energy,talanza.energy,Energía,oil and gas,review,No strong subsegment signal
edac33fd-a380-4f46-9da2-5510384d210c,Iscar de México,iscar.com,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
ee53384e-3574-4833-a8e9-b8457fb8d664,Yee Solutions,prendeteconyee.com,Manufactura/Industrial,"appliances, electrical, and electronics manufacturing",review,No strong subsegment signal
ee651a3e-54a6-4f0f-8ea4-06ea7c3c6448,Hyundai Camiones y Buses México,hyundaicamionesybuses.com,Automotriz,motor vehicle manufacturing,transport_terrestre,Ground transport / trucking / delivery
ed7bd291-1fd1-48b8-a3d6-01b780743f30,Inguz Consultoría RRHH,inguzplaneacion.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
ef266100-1db9-4c74-8237-ef9fdbc06770,Innovatie Mexico,innovatie.com.mx,Sin clasificar,IT Services and IT Consulting,review,No strong subsegment signal
ef33334a-5728-438b-b121-f58f2d0ff0c3,FARMIDAYCIA,farmida.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
ef27105d-111d-4243-9338-6772adde5f43,Infraca México,infraca.com,Agroindustria,industrial machinery manufacturing,review,No strong subsegment signal
ee27806e-e3c5-489b-95ed-1285467be686,COPCORYS S.A. DE C.V.,copcorys.mx,Construcción/Inmobiliario,Construction,review,No strong subsegment signal
eeae9f34-2a90-4826-b961-f581b2a99cfb,Lambda Consultores,lambdaconsultores.com.mx,RRHH/Talento,Human Resources,review,No strong subsegment signal
eddc16f8-2ff2-42c3-a1c8-af6bbc84da0b,Uniview México,uniview.com,Manufactura/Industrial,"appliances, electrical, and electronics manufacturing",review,No strong subsegment signal
d2b606f1-1263-45d3-8248-a5df03709cf9,SIYMA,siyma.com,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
eeb30ad1-5dae-4d5a-9176-8366b767f46d,Awalab,calidra.com.ar,Química,,review,No strong subsegment signal
ef68c362-964f-4c4b-a6f1-af83ca57543d,XPERT HUNTERS MÉXICO,xperthunters.com,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
eea033fa-624f-4772-a0c0-ab3a06966aa5,Grupo Facto Seguridad,grupofacto.mx,Otros,Security Guards and Patrol Services,review,No strong subsegment signal
ef88a92d-1ce2-4779-9f4d-6c6aec16c73b,Stock Logistics,stocklogistics.com.mx,Retail/Consumo,"transportation, logistics, supply chain and storage",3pl_warehousing,3PL/warehouse with transport signal
ef8e3685-9a9d-4861-99e9-6a8128eb7fda,Ruz y Asociados,ruzyasociados.com,Finanzas/Seguros,Financial Services,review,No strong subsegment signal
f035bd8a-e283-4287-842f-d402d7699221,Transportes EASO,easo.com,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
f07d8c57-29aa-4cc5-8eee-178d091f2a63,ICSA Solutions,icsasolutions.com,Manufactura/Industrial,automation machinery manufacturing,review,No strong subsegment signal
f06e9072-be4e-4a28-85a3-67683b8e0102,ADV,diazdevega.com,Logística y Transporte,,transport_terrestre,Ground transport / trucking / delivery
f103c7ff-54a7-42d1-9fc8-03e6feb9f527,OTM Synergy,otmsynergy.com,Gobierno/ONG,IT Services and IT Consulting,review,No strong subsegment signal
f0b32dc3-d34c-42ed-89c6-32afc4dc3d71,Black Bull Investors Club,blackbullinvestors.com,Finanzas/Seguros,financial services,review,No strong subsegment signal
ef625646-1421-4296-bc45-817c61303d22,RHDirecto,rhdirecto.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
efd558c9-00ce-42d7-ba02-759506a858e7,FMC México,fmcagroquimica.com.mx,Agroindustria,chemical manufacturing,review,No strong subsegment signal
ef3ee23c-5f86-455a-814b-a7457beee97d,"Estrategias Modernas, S.a. De C.v.",estrategiasmodernas.com,Alimentos y Bebidas,food and beverage manufacturing,review,No strong subsegment signal
efc9befe-c8d4-42b0-8ae1-d95adeeedc0b,Transportes Americanos,transportesamericanos.com,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
f0c16059-17a3-4271-99c4-44039f177a6e,The Hunters Club,thehunters-club.com,Telecom/Medios,Business Consulting and Services,review,No strong subsegment signal
ee398d21-55c0-486c-a2ce-ecdce0110d30,Ya Ganaste,pagatodo.com,Finanzas/Seguros,,review,No strong subsegment signal
f0b337b2-0f56-4f80-81a6-f6ee24693cfe,Followfy,hustledog.co,Servicios profesionales,business consulting and services,review,No strong subsegment signal
f132871e-0309-4df5-ac39-378b4dbf6887,EVALUANDO TALENTOS,evaluandotalentos.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
f24a1395-68f3-4ab3-94a7-cc741f0ad7bc,FertifarmaMx,fertifarma.com,Salud y Farma,pharmaceutical manufacturing,review,No strong subsegment signal
f163d184-ac9d-4777-b6f3-a95cf08b293a,RC Racks,rcracks.mx,Logística y Transporte,"transportation, logistics, supply chain and storage",3pl_warehousing,3PL/warehouse with transport signal
f2442dd0-a5f1-4285-80ab-85ff6fda727a,Soltek,soltekmx.com,Logística y Transporte,,transport_terrestre,Ground transport / trucking / delivery
809a8334-6b25-48a8-aae6-42e1f7f40181,Liberty Human,libertyhuman.com.mx,Manufactura/Industrial,Human Resources Services,review,No strong subsegment signal
8063b46a-2164-4771-816a-86ce5aa6d306,TeqVibe,tqvibe.com,Software/TI,Outsourcing and Offshoring Consulting,review,No strong subsegment signal
80820173-f0fe-4b42-8441-847367feef44,XL Tech,xltech.net,Construcción/Inmobiliario,,review,No strong subsegment signal
8040d240-beda-4ca1-a800-a170905801d4,HUNTEAM,hunteam.com.mx,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
f24d1840-8879-49b4-bd4c-8666e0b91b17,Bpwork,bpwork.com.mx,Otros,,review,No strong subsegment signal
7278a437-33a2-4fe6-b7b6-7fbd2735a05e,LERYS,lerysrh.com,Sin clasificar,Staffing and Recruiting,review,No strong subsegment signal
6875a9ff-ae8a-4c08-8df5-96c5b416f17e,2BTALENTS,2btalents.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f1ecacb2-df12-4206-a23c-4c29b5b20beb,Corporativo Diez,corporativo-diez.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
9d90a389-f556-4ce0-9555-ac3f27fb4132,3RLABORAL,3rlaboral.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
6d348bf6-1d82-46ff-b97c-fd55f25c7bf7,3.3 Entorno Empresarial S de RL de CV,33eempresarial.com,RRHH/Talento,Financial Services,review,No strong subsegment signal
3c06696f-988a-4b96-96ae-e89b90a207b1,Estratego,estratego.com.mx,RRHH/Talento,,review,No strong subsegment signal
4f6d60a9-5ca1-44c1-8d0c-4bdaea6d596f,ABCORH CORPORATIVO JURÍDICO INTEGRAL S.C.,abcorhsc.com,Servicios profesionales,Legal Services,review,No strong subsegment signal
b380db86-a087-461d-ba9a-bb97ff911c0c,Accupeople Intelab,accupeople.com,RRHH/Talento,Human Resources,review,No strong subsegment signal
78f60d20-caf8-4ee3-b285-40831f2f82f5,GI CAPITAL HUMANO,gicapitalhumano.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
ee5cd8c1-67cd-4c71-ae68-d827d93f4660,Aceites y Proteinas S.A. de C.V.,aceitesyproteinas.com,Alimentos y Bebidas,food and beverage manufacturing,review,No strong subsegment signal
1ff63136-98ab-4d60-b87a-33426348e976,ADDVA Added Value for Personnel,addva.mx,RRHH/Talento,Human Resources,review,No strong subsegment signal
3cd95f74-16f8-4b1b-b793-2900beae33e0,BluePixel,bluepixel.mx,Software/TI,"Technology, Information and Internet",review,No strong subsegment signal
79ddf26e-1157-43dc-8e15-3e43eaa44e49,SYSE Servicios,syseserv.com.mx,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f26ee612-bb6e-4f11-bc84-1fbd3238c333,QA Consultoría,qaconsultoria.com,Otros,Human Resources Services,review,No strong subsegment signal
